2,0,,0,,
3.145167765,0.03449557677,,0.2,3,2
3.524700358,0.2641497419,,0.4,,
3.985203671,0.8282223938,,0.6,,
4.31582722,1.768185601,,0.8,,
4.30379876,3.010410636,,1,,12.56637061
3.791773766,4.377955414,,1.2,,
2.722749089,5.628815105,,1.4,,
1.16128963,6.511473006,,1.6,,
-0.7144188746,6.82429839,,1.8,,
-2.648058554,6.464335683,,2,,
-4.359845135,5.45356267,,2.2,,
-5.607309151,3.936146899,,2.4,,
-6.237619018,2.147266883,,2.6,,
-6.218916212,0.3609675533,,2.8,,
-5.643233119,-1.170399913,,3,,
-4.700473811,-2.27058721,,3.2,,
-3.629967158,-2.874679735,,3.4,,
-2.661531558,-3.036839187,,3.6,,
-1.960494247,-2.908987214,,3.8,,
-1.590075046,-2.695970255,,4,,
-1.500230251,-2.598487342,,4.2,,
-1.545515746,-2.758029956,,4.4,,
-1.527372152,-3.217550669,,4.6,,
-1.250213,-3.907677208,,4.8,,
-0.577285631,-4.661977579,,5,,
0.5276897936,-5.257607352,,5.2,,
1.983623053,-5.471391291,,5.4,,
3.604354956,-5.137547901,,5.6,,
5.137446118,-4.192801008,,5.8,,
6.320227259,-2.697653171,,6,,
6.939617411,-0.828381978,,6.2,,
6.881243554,1.158552658,,6.4,,
6.155957075,2.981277502,,6.6,,
4.897314128,4.393361739,,6.8,,
3.330631345,5.236185005,,7,,
1.721123156,5.470313813,,7.2,,
0.3136868504,5.178501716,,7.4,,
-0.7211100235,4.539843941,,7.6,,
-1.321852837,3.781636987,,7.8,,
-1.543664293,3.120900732,,8,,
-1.53664717,2.709993195,,8.2,,
-1.50098475,2.599683263,,8.4,,
-1.630016782,2.728707483,,8.6,,
-2.055543418,2.942288583,,8.8,,
-2.809042029,3.034941451,,9,,
-3.808552066,2.806890379,,9.2,,
-4.874654622,2.120041183,,9.4,,
-5.771797294,0.9395228179,,9.6,,
-6.264950348,-0.6496805865,,9.8,,
-6.177763269,-2.455402054,,10,,
-5.437958484,-4.217490146,,10.2,,
-4.098759932,-5.664249246,,10.4,,
-2.330961195,-6.572592394,,10.6,,
-0.3873719148,-6.817433007,,10.8,,
1.451902427,-6.398431096,,11,,
2.940236052,-5.437700222,,11.2,,
3.916744883,-4.149131348,,11.4,,
4.337563208,-2.786875206,,11.6,,
4.278800817,-1.585562607,,11.8,,
3.910766894,-0.7068013418,,12,,
3.450056268,-0.2048919323,,12.2,,
3.101476796,-0.0199455866,,12.4,,
3.004237112,0.0001663247222,,12.6,,
3.195716107,0.05469576302,,12.8,,